<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
VIN,D,20170905,000000,7.79681,7.95623,7.77327,7.91814,12256.988492512548,0
VIN,D,20170906,000000,7.91073,7.9405,7.7668,7.7668,6705.958381444077,0
VIN,D,20170907,000000,7.81145,7.84969,7.63732,7.83423,8824.318061712216,0
VIN,D,20170908,000000,7.8423,7.8423,7.78143,7.79681,16077.41033025496,0
VIN,D,20170911,000000,7.88014,7.95623,7.72865,7.72865,45925.94271449477,0
VIN,D,20170912,000000,7.83423,7.91814,7.75873,7.86441,66186.54843806886,0
VIN,D,20170913,000000,7.86441,7.86441,7.57655,7.69021,22740.5495379269,0
VIN,D,20170914,000000,7.72865,7.75056,7.60689,7.67533,10557.305178023684,0
VIN,D,20170915,000000,7.62951,7.70569,7.47061,7.70569,27202.06956077078,0
VIN,D,20170918,000000,7.71359,7.79681,7.62253,7.62253,12339.058575577848,0
VIN,D,20170919,000000,7.72865,7.72865,7.56956,7.58436,14217.155114118084,0
VIN,D,20170920,000000,7.54619,7.72865,7.54619,7.72865,13477.334945041299,0
VIN,D,20170921,000000,7.66767,7.69021,7.55402,7.59991,5306.009283366764,0
VIN,D,20170922,000000,7.69794,7.72055,7.55402,7.6528,5976.8430058099475,0
VIN,D,20170925,000000,7.6528,7.71359,7.47061,7.48624,17396.478766761167,0
VIN,D,20170926,000000,7.50105,7.51575,7.47061,7.50105,2372.8958799185216,0
VIN,D,20170927,000000,7.47061,7.51575,7.3799,7.49322,15238.868177201779,0
VIN,D,20170928,000000,7.47061,7.50105,7.28892,7.50105,23112.838465452518,0
VIN,D,20170929,000000,7.49322,7.49322,7.43261,7.47061,16324.81000094314,0
VIN,D,20171002,000000,7.5314,7.59218,7.46287,7.56956,5306.009283366764,0
VIN,D,20171003,000000,7.57655,7.57655,7.52366,7.52366,2542.983153516806,0
VIN,D,20171004,000000,7.45589,7.53912,7.3344,7.3344,24613.88839049483,0
VIN,D,20171005,000000,7.25849,7.2737,6.88738,7.16012,72999.55475394594,0
VIN,D,20171006,000000,7.0161,7.15255,6.95557,7.15255,16312.915786005427,0
VIN,D,20171009,000000,7.25101,7.25101,6.97827,7.19795,8176.083347649191,0
VIN,D,20171010,000000,7.26623,7.34945,7.04637,7.11463,25008.776326399322,0
VIN,D,20171011,000000,7.11463,7.11463,7.00853,7.00853,10810.65195618008,0
VIN,D,20171012,000000,6.98575,7.18282,6.97063,7.18282,15336.400739684823,0
VIN,D,20171013,000000,7.18282,7.18282,7.00853,7.1222,21059.896967337307,0
VIN,D,20171016,000000,7.04637,7.09951,7.00853,7.08437,8172.515083168092,0
VIN,D,20171017,000000,7.09185,7.26623,7.03888,7.26623,12879.055933713033,0
VIN,D,20171018,000000,7.04637,7.31919,7.03123,7.31919,8438.945497755545,0
VIN,D,20171019,000000,7.20552,7.21309,7.03888,7.19047,29189.59287673284,0
VIN,D,20171020,000000,7.1222,7.16768,7.1222,7.16768,2975.9325772211237,0
VIN,D,20171023,000000,7.10707,7.46287,7.10707,7.4178,385190.582468164,0
VIN,D,20171024,000000,7.3344,7.42545,7.26623,7.42545,247958.69879028798,0
VIN,D,20171025,000000,7.4178,7.42545,7.31171,7.42545,11686.066175538674,0
VIN,D,20171026,000000,7.2965,7.78874,7.2965,7.69021,195630.10017523303,0
VIN,D,20171027,000000,7.69021,7.8423,7.65995,7.8423,40962.48682131125,0
VIN,D,20171030,000000,7.88014,7.88014,7.74325,7.88014,29534.52510990407,0
VIN,D,20171031,000000,7.8423,8.02406,7.74325,8.02406,117216.29878199805,0
VIN,D,20171102,000000,8.03164,8.14514,7.86441,7.86441,19401.843405128733,0
VIN,D,20171103,000000,7.86441,7.90241,7.69021,7.80421,8274.805331625794,0
VIN,D,20171106,000000,7.81145,7.9479,7.72865,7.75873,13070.552794196958,0
VIN,D,20171107,000000,7.75873,7.75873,7.71359,7.72865,6514.461520959404,0
VIN,D,20171108,000000,7.72865,7.75873,7.71359,7.75873,19104.48803170515,0
VIN,D,20171109,000000,7.75873,7.75873,7.71359,7.71359,10280.169969993038,0
VIN,D,20171110,000000,7.70569,7.70569,7.52366,7.61471,42493.27228369358,0
VIN,D,20171113,000000,7.57655,7.57655,7.34945,7.44806,12569.806345352807,0
VIN,D,20171114,000000,7.42545,7.6528,7.42545,7.51575,8660.177895582574,0
VIN,D,20171115,000000,7.53912,7.53912,7.43261,7.50105,18559.732987593383,0
VIN,D,20171116,000000,7.50105,7.56956,7.43261,7.56175,3763.3296060461976,0
VIN,D,20171117,000000,7.56956,7.57655,7.46287,7.56956,8939.69194660055,0
VIN,D,20171120,000000,7.57655,7.62253,7.51575,7.57655,4667.289941253375,0
VIN,D,20171121,000000,7.43261,7.50105,7.06915,7.50105,69533.58052132363,0
VIN,D,20171122,000000,7.52366,7.53912,7.25849,7.42545,5370.238044026139,0
VIN,D,20171123,000000,7.46287,7.50877,7.36466,7.50877,4180.816550332664,0
VIN,D,20171124,000000,7.46287,7.52366,7.46287,7.50105,3970.288945948934,0
VIN,D,20171127,000000,7.39495,7.52366,7.39495,7.51575,4924.204983891192,0
VIN,D,20171128,000000,7.50877,7.75873,7.50877,7.72865,87097.76771869438,0
VIN,D,20171129,000000,7.73594,7.95623,7.73594,7.82691,34700.1826570148,0
VIN,D,20171130,000000,7.7668,7.93302,7.57655,7.57655,41865.257735024235,0
VIN,D,20171201,000000,7.57655,7.59218,7.43261,7.44034,5939.970939505496,0
VIN,D,20171204,000000,7.44806,7.57655,7.43261,7.57655,10811.841377674493,0
VIN,D,20171205,000000,7.44806,7.56956,7.44806,7.56956,570.922316972883,0
VIN,D,20171206,000000,7.47061,7.56175,7.46287,7.55402,2877.2105932446266,0
VIN,D,20171207,000000,7.46287,7.55402,7.43261,7.54619,4972.971265132502,0
VIN,D,20171208,000000,7.54619,7.54619,7.44806,7.45589,977.7044678160703,0
VIN,D,20171211,000000,7.44806,7.51575,7.42545,7.51575,2636.9474515185393,0
VIN,D,20171212,000000,7.55402,7.55402,7.2737,7.48624,8180.841033624063,0
VIN,D,20171213,000000,7.53912,7.53912,7.28127,7.50105,2948.5758828662015,0
VIN,D,20171214,000000,7.48624,7.5314,7.42545,7.5314,2261.0902595113957,0
VIN,D,20171215,000000,7.42545,7.42545,7.37225,7.4178,2651.2205094428323,0
VIN,D,20171218,000000,7.36466,7.42545,7.2737,7.42545,6206.401354092735,0
VIN,D,20171219,000000,7.3572,7.4178,7.23579,7.40999,8128.506487901545,0
VIN,D,20171220,000000,7.28127,7.3799,7.19795,7.19795,11024.747825045019,0
VIN,D,20171221,000000,7.1222,7.19047,6.72076,7.04637,46872.722223473225,0
VIN,D,20171222,000000,7.0161,7.0161,6.88738,6.94035,19130.655304566193,0
VIN,D,20171227,000000,6.94035,6.94035,6.7812,6.81912,41418.035253396585,0
VIN,D,20171228,000000,6.87972,6.97063,6.83425,6.97063,13785.39511190818,0
VIN,D,20171229,000000,6.96313,7.16012,6.94801,7.15255,14807.108174990806,0
VIN,D,20180103,000000,7.3344,7.34945,7.19795,7.19795,5949.486311454918,0
VIN,D,20180104,000000,7.30396,7.30396,7.19795,7.19795,2345.5391855635994,0
VIN,D,20180105,000000,7.19795,7.28892,7.19795,7.28892,4113.01952519219,0
VIN,D,20180108,000000,7.28892,7.28892,7.22821,7.22821,1711.577529424974,0
VIN,D,20180109,000000,7.22821,7.34945,7.22821,7.3344,8353.30715020957,0
VIN,D,20180110,000000,7.22821,7.22821,7.04637,7.19795,9627.177569955355,0
VIN,D,20180111,000000,7.04637,7.1222,7.03123,7.10707,6098.1639981667095,0
VIN,D,20180112,000000,6.98575,7.10707,6.97063,7.06158,17346.52306402577,0
VIN,D,20180115,000000,7.07672,7.07672,6.97063,7.0161,5646.183830563227,0
VIN,D,20180116,000000,7.00088,7.00088,6.81912,6.89487,18814.269187243768,0
VIN,D,20180117,000000,6.89487,6.89487,6.74336,6.87972,19820.519770909712,0
VIN,D,20180118,000000,6.8646,6.92521,6.78877,6.92521,8147.537231800605,0
VIN,D,20180119,000000,6.91008,6.91008,6.81912,6.91008,4391.3441547165,0
VIN,D,20180122,000000,6.84938,7.10707,6.84938,7.04637,7789.521362198854,0
VIN,D,20180123,000000,7.06158,7.07672,7.00088,7.04637,6080.322675761316,0
VIN,D,20180124,000000,7.04637,7.09185,7.03123,7.07672,2916.461502536514,0
VIN,D,20180125,000000,7.1222,7.1222,7.00088,7.09185,5926.88730307476,0
VIN,D,20180126,000000,7.09185,7.09185,6.8039,6.8646,20406.9045672992,0
VIN,D,20180129,000000,6.83425,6.83425,6.69796,6.69796,16984.93892994345,0
VIN,D,20180130,000000,6.59177,6.81912,6.51603,6.59177,32773.31983723144,0
VIN,D,20180131,000000,6.59177,6.72822,6.59177,6.72822,1895.9378609475525,0
VIN,D,20180201,000000,6.72822,6.77363,6.63726,6.66752,1121.6244685528943,0
VIN,D,20180202,000000,6.63726,6.63726,6.54629,6.60699,1706.8198434502094,0
VIN,D,20180205,000000,6.47063,6.51603,6.34931,6.51603,27956.16278777303,0
VIN,D,20180206,000000,6.21293,6.28869,5.98559,6.1978,32943.40711082876,0
VIN,D,20180207,000000,6.21293,6.21293,6.00082,6.13718,18588.279103442183,0
VIN,D,20180208,000000,6.07648,6.09169,6.06143,6.06143,4686.320685152434,0
VIN,D,20180209,000000,5.98559,6.07648,5.98559,6.06143,14207.639742168132,0
VIN,D,20180212,000000,6.09169,6.09169,6.03108,6.09169,6954.547473626029,0
VIN,D,20180213,000000,6.13718,6.1978,6.06143,6.1978,12022.672458254356,0
VIN,D,20180214,000000,6.1978,6.1978,6.03108,6.03108,17551.103560941814,0
VIN,D,20180215,000000,6.0463,6.09169,6.00082,6.01603,7877.538552732159,0
VIN,D,20180216,000000,6.03108,6.0463,5.98559,6.0463,5060.988455665913,0
VIN,D,20180219,000000,6.00082,6.03108,5.90985,5.94012,10434.794764173152,0
VIN,D,20180220,000000,5.94012,5.94012,5.77347,5.80383,11449.371298293789,0
VIN,D,20180221,000000,5.77347,5.8341,5.42508,5.75835,23499.40045090147,0
VIN,D,20180222,000000,5.75835,5.75835,5.63719,5.75835,4654.2063048227465,0
VIN,D,20180223,000000,5.728,6.15233,5.728,6.0463,25754.543602946036,0
VIN,D,20180226,000000,6.0463,6.09169,6.01603,6.07648,8635.20004421498,0
VIN,D,20180227,000000,6.07648,6.09169,5.98559,6.07648,4197.468451244499,0
VIN,D,20180228,000000,5.95533,5.98559,5.84923,5.97055,4579.272750719964,0
VIN,D,20180301,000000,5.98559,5.98559,5.77347,5.90985,10730.960716102536,0
VIN,D,20180302,000000,5.8341,5.84923,5.69773,5.81896,16243.92933937225,0
VIN,D,20180305,000000,5.81896,5.92507,5.78869,5.92507,6873.666812054926,0
VIN,D,20180306,000000,5.94012,5.95533,5.77347,5.95533,5416.625482280226,0
VIN,D,20180307,000000,5.94012,6.0463,5.94012,6.0463,9254.888642429312,0
VIN,D,20180308,000000,6.0463,6.36443,6.0463,6.36443,17995.947199582773,0
VIN,D,20180309,000000,6.36443,6.36443,6.25842,6.34931,2167.1259615095564,0
VIN,D,20180312,000000,6.34931,6.34931,6.25842,6.28869,7913.221197542945,0
VIN,D,20180313,000000,6.28869,6.33418,6.07648,6.09169,9124.052278122914,0
VIN,D,20180314,000000,6.24328,6.24328,6.10684,6.1978,3081.791090159927,0
VIN,D,20180315,000000,6.1978,6.30383,6.12197,6.21293,2296.772904322183,0
VIN,D,20180316,000000,6.1978,6.1978,6.09169,6.1978,3405.313736444448,0
VIN,D,20180319,000000,6.18267,6.18267,6.07648,6.18267,3159.1034872500377,0
VIN,D,20180320,000000,6.07648,6.16744,6.01603,6.16744,6430.012594907201,0
VIN,D,20180321,000000,6.13718,6.22814,6.13718,6.21293,2364.569929462764,0
VIN,D,20180322,000000,6.15233,6.31904,6.15233,6.30383,6006.578543152199,0
VIN,D,20180323,000000,6.25842,6.25842,6.06143,6.16744,8402.073431451092,0
VIN,D,20180326,000000,6.15233,6.16744,6.15233,6.16744,975.3256248286881,0
VIN,D,20180328,000000,6.03108,6.06143,5.8341,5.8341,21513.066556434882,0
VIN,D,20180329,000000,5.78869,5.8341,5.6826,5.8341,13473.766680560197,0
VIN,D,20180403,000000,5.8341,5.8341,5.65233,5.66745,20277.257624486254,0
VIN,D,20180404,000000,5.66745,5.6826,5.45534,5.5918,18087.53265459697,0
VIN,D,20180405,000000,5.5311,5.60685,5.48561,5.51595,37285.98498430406,0
VIN,D,20180406,000000,5.5918,5.5918,5.50083,5.51595,5432.08796169829,0
VIN,D,20180409,000000,5.51595,5.60685,5.51595,5.60685,5710.412591222495,0
VIN,D,20180410,000000,5.60685,5.81896,5.60685,5.60685,3342.274397278845,0
VIN,D,20180411,000000,5.60685,5.60685,5.57659,5.57659,774.3133923944766,0
VIN,D,20180412,000000,5.5918,5.5918,5.57659,5.57659,2017.2588533042072,0
VIN,D,20180413,000000,5.57659,5.57659,5.51595,5.5311,7992.912437620384,0
VIN,D,20180416,000000,5.51595,5.51595,5.45534,5.48561,12119.015599242988,0
VIN,D,20180417,000000,5.48561,5.48561,5.48561,5.48561,198.63338944681848,0
VIN,D,20180419,000000,5.39464,5.47047,5.39464,5.44013,5759.178872464018,0
VIN,D,20180420,000000,5.40985,5.40985,5.228,5.30376,13614.118416816444,0
VIN,D,20180423,000000,5.31897,5.31897,4.94005,5.228,40379.67028940181,0
VIN,D,20180424,000000,5.21287,5.30376,5.13712,5.30376,3995.2667973165276,0
VIN,D,20180425,000000,5.2887,5.44013,5.25827,5.25827,46818.008834765504,0
VIN,D,20180426,000000,5.45534,5.48561,5.27348,5.30376,11873.994771542564,0
VIN,D,20180427,000000,5.40985,5.40985,5.228,5.31897,6456.179867768458,0
VIN,D,20180430,000000,5.33418,6.13718,5.33418,6.13718,122899.35467887255,0
VIN,D,20180502,000000,6.27364,6.48576,6.18267,6.33418,22386.101932805715,0
VIN,D,20180504,000000,6.47063,6.51603,6.33418,6.44028,28348.671880691905,0
VIN,D,20180507,000000,6.44028,6.44028,6.21293,6.44028,19419.684727533164,0
VIN,D,20180508,000000,6.21293,6.44028,6.15233,6.36443,11649.194109234326,0
VIN,D,20180509,000000,6.28869,6.59177,6.28869,6.57656,33070.67521065502,0
VIN,D,20180510,000000,6.57656,6.57656,6.28869,6.44028,15177.018259529736,0
VIN,D,20180511,000000,6.51603,6.62204,6.39479,6.62204,12078.575268457544,0
VIN,D,20180514,000000,6.4554,6.66752,6.4554,6.63726,18501.451334401372,0
VIN,D,20180515,000000,6.66752,6.66752,6.51603,6.66752,3446.9434887237708,0
VIN,D,20180516,000000,6.53116,6.63726,6.42514,6.60699,52642.60588938108,0
VIN,D,20180517,000000,6.57656,6.65247,6.4554,6.65247,3464.784811129164,0
VIN,D,20180518,000000,6.62204,6.65247,6.51603,6.63726,6399.087636071179,0
VIN,D,20180521,000000,6.53116,6.63726,6.50089,6.60699,9794.886000566203,0
VIN,D,20180522,000000,6.51603,6.60699,6.48576,6.60699,14114.864865660595,0
VIN,D,20180523,000000,6.51603,6.60699,6.13718,6.60699,70563.6195348618,0
VIN,D,20180524,000000,6.59177,7.24344,6.59177,7.24344,82293.69430566703,0
VIN,D,20180525,000000,7.24344,7.48624,7.24344,7.34945,55854.04392235405,0
VIN,D,20180528,000000,7.3344,7.56175,7.3344,7.56175,22393.238461767916,0
VIN,D,20180529,000000,7.56175,7.61471,7.34945,7.50105,45420.43857967403,0
VIN,D,20180530,000000,7.54619,7.54619,7.2737,7.50105,23949.00177551901,0
VIN,D,20180601,000000,7.54619,7.57655,6.94035,7.3799,20234.43845071412,0
VIN,D,20180604,000000,7.3799,7.3799,7.1222,7.28892,6450.232760299923,0
VIN,D,20180605,000000,7.31919,7.34945,7.21309,7.34945,9474.931618762572,0
VIN,D,20180606,000000,7.34945,7.34945,7.1222,7.34945,13584.382879473233,0
VIN,D,20180607,000000,7.21309,7.3799,7.18282,7.3799,4481.740188237133,0
VIN,D,20180608,000000,7.3799,7.3799,7.2737,7.3799,3652.7134071328423,0
VIN,D,20180611,000000,7.3799,7.3799,7.34945,7.34945,368.7206630449859,0
VIN,D,20180612,000000,7.30396,7.3799,7.30396,7.34945,2005.3646383672428,0
VIN,D,20180613,000000,7.31919,7.31919,7.31919,7.31919,604.2261187963093,0
VIN,D,20180614,000000,7.3799,7.3799,7.22821,7.31919,4549.537213377713,0
VIN,D,20180615,000000,7.25849,7.28892,7.15255,7.2737,3430.2915878120416,0
VIN,D,20180618,000000,7.16768,7.3344,7.16768,7.22821,2245.627780093331,0
VIN,D,20180619,000000,7.16768,7.24344,7.13733,7.24344,5729.443335121659,0
VIN,D,20180620,000000,7.19795,7.31919,7.10707,7.31919,3320.864810392351,0
VIN,D,20180621,000000,7.18282,7.30396,6.97063,6.97063,55444.882928524086,0
VIN,D,20180622,000000,7.03123,7.18282,6.75841,6.95557,35947.88580389901,0
VIN,D,20180625,000000,6.84938,6.84938,6.74336,6.81912,29927.03420282294,0
VIN,D,20180626,000000,6.97473,7.25504,6.95927,7.03703,20536.551510112145,0
VIN,D,20180627,000000,7.00592,7.02148,6.88141,6.99038,7973.881693721326,0
VIN,D,20180628,000000,6.86578,7.23949,6.86578,6.97473,19888.316796048483,0
VIN,D,20180629,000000,6.97473,6.99038,6.77237,6.85031,26195.818977106963,0
VIN,D,20180702,000000,6.81912,6.92815,6.77237,6.88141,2133.8221596860976,0
VIN,D,20180703,000000,6.89705,6.89705,6.788,6.89705,4582.841015201065,0
VIN,D,20180704,000000,6.80347,6.89705,6.72571,6.86578,4254.56068294178,0
VIN,D,20180706,000000,6.67905,6.86578,6.61674,6.86578,2236.1124081438015,0
VIN,D,20180709,000000,6.6634,6.80347,6.61674,6.77237,6119.573585053203,0
VIN,D,20180710,000000,6.83467,6.92815,6.788,6.92815,7382.739211355688,0
VIN,D,20180711,000000,6.85031,6.91252,6.80347,6.89705,1912.5897618591748,0
VIN,D,20180712,000000,6.788,6.91252,6.7569,6.89705,3086.5487761345853,0
VIN,D,20180713,000000,6.88141,6.88141,6.88141,6.88141,74.93355410269258,0
VIN,D,20180716,000000,6.83467,6.83467,6.74134,6.788,421.05520876750217,0
VIN,D,20180717,000000,6.788,6.788,6.39882,6.69451,8344.981199753813,0
VIN,D,20180718,000000,6.61674,6.69451,6.49215,6.67905,1030.0390135385867,0
VIN,D,20180719,000000,6.67905,6.67905,6.61674,6.61674,1209.6416590863043,0
VIN,D,20180720,000000,6.47659,6.50779,6.38319,6.49215,17813.96571104774,0
VIN,D,20180723,000000,6.49215,6.52333,6.35207,6.46104,2704.7444766591193,0
VIN,D,20180724,000000,6.38319,6.60111,6.38319,6.60111,5045.5259762479545,0
VIN,D,20180725,000000,6.38319,6.58556,6.32088,6.58556,2761.8367083564003,0
VIN,D,20180726,000000,6.4143,6.77237,6.39882,6.77237,5966.138212366648,0
VIN,D,20180727,000000,6.788,6.85031,6.6634,6.85031,1829.3302573006356,0
VIN,D,20180730,000000,6.85031,6.85031,6.85031,6.85031,3829.937209693114,0
VIN,D,20180731,000000,6.77237,6.83467,6.69451,6.77237,6884.371605498012,0
VIN,D,20180801,000000,6.69451,6.7569,6.61674,6.74134,1748.4495957295323,0
VIN,D,20180802,000000,6.74134,6.74134,6.53889,6.67905,2100.5183578627466,0
VIN,D,20180803,000000,6.6634,6.67905,6.6634,6.67905,385.3725639567043,0
VIN,D,20180806,000000,6.55445,6.61674,6.52333,6.53889,2464.481334933032,0
VIN,D,20180807,000000,6.44549,6.52333,6.32088,6.47659,6332.4800324242615,0
VIN,D,20180808,000000,6.46104,6.53889,6.46104,6.53889,4281.917377296597,0
VIN,D,20180809,000000,6.53889,6.53889,6.46104,6.52333,6501.377884528668,0
VIN,D,20180810,000000,6.52333,6.52333,6.52333,6.52333,399.64562188102985,0
VIN,D,20180814,000000,6.53889,6.69451,6.53889,6.55445,7634.896568018634,0
VIN,D,20180816,000000,6.7569,6.77237,6.69451,6.77237,1156.1176918701235,0
VIN,D,20180817,000000,6.77237,6.77237,6.69451,6.77237,1125.1927330339943,0
VIN,D,20180820,000000,6.77237,6.77237,6.57008,6.77237,2504.921665718584,0
VIN,D,20180821,000000,6.69451,6.77237,6.6634,6.74134,9377.399056279739,0
VIN,D,20180822,000000,6.6634,6.71014,6.61674,6.67905,9841.273438820184,0
VIN,D,20180823,000000,6.67905,6.7569,6.57008,6.67905,15721.77330364043,0
VIN,D,20180824,000000,6.69451,6.69451,6.64787,6.67905,14097.023543255096,0
VIN,D,20180827,000000,6.71014,7.16163,6.71014,7.16163,19280.522412772392,0
VIN,D,20180828,000000,7.19274,7.5509,7.19274,7.39519,25011.15516938708,0
VIN,D,20180829,000000,7.37964,7.5197,7.11497,7.47304,16700.66719295092,0
VIN,D,20180830,000000,7.50415,7.5509,7.39519,7.47304,7964.366321771797,0
VIN,D,20180831,000000,7.45741,7.45741,7.23949,7.37964,27827.70526645343,0
VIN,D,20180903,000000,7.37964,7.37964,7.17719,7.33289,3454.0800176859707,0
VIN,D,20180904,000000,7.30178,7.30178,6.89705,7.16163,8994.405335310395,0
VIN,D,20180905,000000,7.06832,7.16163,6.55445,7.00592,13057.46915776697,0
VIN,D,20180906,000000,6.788,6.788,6.46104,6.61674,12333.111468107925,0
VIN,D,20180907,000000,6.38319,6.99038,6.38319,6.61674,15712.257931691542,0
VIN,D,20180910,000000,6.77237,6.91252,6.69451,6.91252,2182.588440927621,0
VIN,D,20180911,000000,6.74134,6.85031,6.74134,6.85031,1413.0327345079406,0
VIN,D,20180912,000000,6.85031,7.16163,6.55445,7.16163,10154.09129166151,0
VIN,D,20180914,000000,7.03703,7.03703,6.92815,7.03703,4496.013246161532,0
VIN,D,20180917,000000,6.77237,7.03703,6.61674,6.92815,11477.917414142592,0
VIN,D,20180918,000000,6.85031,6.92815,6.77237,6.92815,2572.718690859058,0
VIN,D,20180919,000000,6.88141,6.92815,6.88141,6.92815,770.7451279133979,0
VIN,D,20180920,000000,6.89705,7.02148,6.7569,6.91252,18914.18059271457,0
VIN,D,20180921,000000,6.77237,7.03703,6.77237,7.03703,6860.583175624189,0
VIN,D,20180924,000000,7.03703,7.03703,6.85031,7.00592,6752.345819698164,0
VIN,D,20180925,000000,6.97473,7.03703,6.97473,7.03703,2069.5933990267235,0
VIN,D,20180926,000000,7.03703,7.03703,7.02148,7.02148,1694.9256285133515,0
VIN,D,20180927,000000,6.91252,7.00592,6.89705,7.00592,2449.018855514967,0
VIN,D,20180928,000000,7.02148,7.03703,7.00592,7.03703,12161.834773015122,0
VIN,D,20181001,000000,6.61674,6.7569,6.38319,6.38319,27231.805098112924,0
VIN,D,20181002,000000,6.27414,6.4143,6.14971,6.25867,17843.701248390953,0
VIN,D,20181003,000000,6.24304,6.38319,6.14971,6.25867,16111.903553571547,0
VIN,D,20181004,000000,6.24304,6.4143,6.24304,6.4143,1624.7497603853349,0
VIN,D,20181005,000000,6.39882,6.4143,6.11851,6.21193,16103.577603116002,0
VIN,D,20181008,000000,6.14971,6.24304,6.00957,6.18082,7223.3567312007035,0
VIN,D,20181009,000000,6.19645,6.19645,5.99401,6.14971,12736.325354469032,0
VIN,D,20181010,000000,6.13407,6.14971,5.99401,6.07177,8550.751118162669,0
VIN,D,20181011,000000,5.99401,5.99401,5.91616,5.99401,2152.852903585369,0
VIN,D,20181012,000000,5.90052,5.99401,5.90052,5.97845,13714.029822286178,0
VIN,D,20181015,000000,5.99401,5.99401,5.97845,5.99401,1257.218518834056,0
VIN,D,20181016,000000,5.91616,5.99401,5.88495,5.97845,10324.178565259797,0
VIN,D,20181017,000000,5.96281,5.99401,5.90052,5.97845,4425.837378033622,0
VIN,D,20181018,000000,5.90052,5.91616,5.8383,5.8383,553.0809945674788,0
VIN,D,20181019,000000,5.8383,5.85393,5.74488,5.82275,7525.469790598943,0
VIN,D,20181022,000000,5.8072,5.82275,5.76045,5.82275,9284.624179771563,0
VIN,D,20181023,000000,5.76045,5.8383,5.74488,5.74488,619.6885982143206,0
VIN,D,20181024,000000,5.74488,5.79156,5.74488,5.79156,1596.2036445367478,0
VIN,D,20181025,000000,5.79156,5.82275,5.74488,5.82275,3088.927619122021,0
VIN,D,20181026,000000,5.76045,5.82275,5.76045,5.79156,2954.5229903346294,0
VIN,D,20181029,000000,5.76045,5.76045,5.71379,5.71379,2255.1431520428596,0
VIN,D,20181030,000000,5.69815,5.8072,5.69815,5.69815,1227.482981491698,0
VIN,D,20181031,000000,5.6826,5.8072,5.6826,5.8072,681.5385158863872,0
VIN,D,20181102,000000,5.74488,5.79156,5.71379,5.79156,3862.051590022801,0
VIN,D,20181105,000000,5.77601,5.77601,5.77601,5.77601,258.1044641314922,0
VIN,D,20181106,000000,5.76045,5.79156,5.76045,5.79156,1669.9477771457578,0
VIN,D,20181107,000000,5.76045,5.79156,5.76045,5.77601,280.7034725116717,0
VIN,D,20181108,000000,5.76045,5.77601,5.76045,5.76045,269.99867906842485,0
VIN,D,20181109,000000,5.74488,5.82275,5.74488,5.8072,808.8066157115994,0
VIN,D,20181113,000000,5.8383,5.8383,5.6826,5.76045,655.3712430251292,0
VIN,D,20181114,000000,5.74488,5.74488,5.54244,5.66704,22361.124081438018,0
VIN,D,20181115,000000,5.6826,5.6826,5.60481,5.65148,1407.0856270394052,0
VIN,D,20181116,000000,5.6826,5.71379,5.6826,5.71379,4065.4426654444374,0
VIN,D,20181119,000000,5.79156,5.79156,5.79156,5.79156,1669.9477771457578,0
VIN,D,20181120,000000,5.79156,5.79156,5.52688,5.558,13159.759406225525,0
VIN,D,20181121,000000,5.65148,5.8383,5.60481,5.8383,6161.203337332419,0
VIN,D,20181122,000000,5.74488,5.82275,5.54244,5.6826,8760.089301052842,0
VIN,D,20181123,000000,5.69815,5.74488,5.52688,5.58919,7835.908800452835,0
VIN,D,20181126,000000,5.558,5.63595,5.49588,5.63595,7595.645658726748,0
VIN,D,20181127,000000,5.65148,5.65148,5.41794,5.44904,13501.123374915654,0
VIN,D,20181128,000000,5.44904,5.44904,5.38681,5.44904,4510.2863040858265,0
VIN,D,20181129,000000,5.43357,5.44904,5.41794,5.44904,9979.246332088569,0
VIN,D,20181130,000000,5.44904,5.44904,5.44904,5.44904,1160.8753778448884,0
VIN,D,20181203,000000,5.44904,5.44904,5.43357,5.44904,13771.122053982715,0
VIN,D,20181204,000000,5.38681,5.44904,5.26231,5.43357,4005.971590759721,0
VIN,D,20181205,000000,5.44904,5.44904,5.44904,5.44904,179.60264554772843,0
VIN,D,20181206,000000,5.44904,5.44904,5.38681,5.44904,3096.064148084221,0
VIN,D,20181207,000000,5.46468,5.72925,5.44904,5.72925,2682.145468278855,0
VIN,D,20181210,000000,5.44904,5.66704,5.44904,5.57363,3259.0148927203054,0
VIN,D,20181211,000000,5.57363,5.66704,5.44904,5.49588,4318.789443601154,0
VIN,D,20181212,000000,5.57363,5.57363,5.34,5.37119,15864.503882884434,0
VIN,D,20181213,000000,5.37119,5.43357,5.30896,5.35562,1953.030092644833,0
VIN,D,20181214,000000,5.27787,5.40238,5.27787,5.38681,4174.869442864235,0
VIN,D,20181217,000000,5.38681,5.38681,5.2934,5.35562,6086.269783229745,0
VIN,D,20181218,000000,5.35562,5.35562,5.24667,5.34,5850.764327478421,0
VIN,D,20181219,000000,5.34,5.34,5.24667,5.34,2295.5834828284114,0
VIN,D,20181220,000000,5.35562,5.35562,5.35562,5.35562,128.4575213188979,0
VIN,D,20181221,000000,5.37119,5.37119,5.24667,5.35562,12578.132295808353,0
VIN,D,20181227,000000,5.35562,5.35562,5.19993,5.34,1074.0476088052492,0
VIN,D,20181228,000000,5.35562,5.37119,5.34,5.37119,3084.169933147363,0
